,h,t,r
16085,8484,8763,169
16086,8484,5011,10
16087,8484,1600,10
16088,3200,2089,69
16089,8370,10273,71
16090,10572,13009,52
16091,3541,701,164
16092,13330,11731,217
16093,5341,5178,148
16094,3123,1025,97
16095,850,653,15
16096,270,4202,134
16097,5412,4154,119
16098,8148,3793,146
16099,4771,2638,155
16100,5902,4669,67
16101,5477,5217,7
16102,970,386,10
16103,6082,653,136
16104,2637,3242,270
16105,2637,1795,247
16106,548,4514,26
16107,9390,230,30
16108,3867,1763,50
16109,13315,7178,11
16110,1995,2241,326
16111,3441,10386,203
16112,7705,4438,13
16113,9937,5273,227
16114,428,2420,13
16115,1392,3926,79
16116,6826,6791,61
16117,767,27,7
16118,5067,2539,146
16119,11049,6321,0
16120,12360,6764,38
16121,14559,13455,28
16122,5149,5305,24
16123,5149,6308,9
16124,2882,890,234
16125,11588,11025,39
16126,4300,4299,128
16127,53,3662,181
16128,12285,1283,30
16129,5357,56,80
16130,9700,4635,13
16131,9947,12485,28
16132,9,8923,5
16133,9,4392,5
16134,9,14060,261
16135,12196,932,37
16136,12196,5801,61
16137,4288,4503,250
16138,10297,7289,94
16139,1612,7026,88
16140,6110,7983,13
16141,881,230,30
16142,364,1985,27
16143,364,2295,27
16144,364,1926,47
16145,4083,1361,7
16146,7100,335,67
16147,9719,1485,22
16148,8838,2042,663
16149,5032,13717,77
16150,7,2177,13
16151,7,6,3
16152,4166,4159,199
16153,1353,4149,32
16154,4391,5397,7
16155,6653,581,97
16156,7574,8384,7
16157,2886,3550,7
16158,375,6548,74
16159,375,10045,113
16160,1278,4093,342
16161,3465,3410,3
16162,2171,283,46
16163,1309,5966,26
16164,8443,11785,98
16165,5130,2154,72
16166,8542,1427,52
16167,1505,1504,61
16168,6134,5509,7
16169,5772,4415,1
16170,12987,4503,250
16171,11811,626,22
16172,2914,7470,22
16173,5061,3521,202
16174,8745,5276,298
16175,6279,1209,137
16176,102,5984,19
16177,7415,2934,38
16178,7415,10267,38
16179,800,375,411
16180,163,7358,69
16181,163,31,136
16182,1890,7709,26
16183,1890,6248,26
16184,7914,7913,3
16185,14346,101,43
16186,7096,1648,10
16187,877,5037,69
16188,877,4813,136
16189,3542,651,30
16190,9681,621,37
16191,107,2167,31
16192,107,802,31
16193,2837,4786,3
16194,1683,1155,181
16195,7576,3833,40
16196,7348,403,43
16197,5841,8983,164
16198,8967,9859,363
16199,8967,4162,117
16200,9274,789,419
16201,11850,1683,25
16202,3922,8619,37
16203,218,3093,75
16204,545,504,143
16205,515,7132,205
16206,3163,3162,164
16207,8996,25,209
16208,7017,1602,15
16209,13970,17,138
16210,3511,2181,75
16211,5882,1951,3
16212,207,7329,35
16213,207,2710,35
16214,207,6250,35
16215,207,5971,35
16216,5553,11308,2
16217,11668,9005,13
16218,5751,4848,250
16219,281,4824,882
16220,7684,2539,146
16221,6032,11590,1
16222,6005,211,63
16223,2766,12638,527
16224,7351,391,30
16225,8376,4824,322
16226,8376,756,13
16227,443,4316,28
16228,5574,97,53
16229,10269,6125,28
16230,1310,7875,13
16231,974,1582,26
16232,12023,9519,30
16233,7506,3758,23
16234,2721,4491,138
16235,10204,1156,285
16236,1351,3946,61
16237,2057,6902,11
16238,2057,6357,72
16239,9476,3021,298
16240,11948,3377,155
16241,1090,58,267
16242,7248,6570,10
16243,4269,5104,39
16244,9279,1786,16
16245,12126,3901,144
16246,26,6309,167
16247,65,3604,26
16248,65,5003,79
16249,14110,75,42
16250,589,922,39
16251,589,1166,63
16252,6873,8678,30
16253,3564,3200,15
16254,1409,8895,157
16255,6177,298,7
16256,2918,629,337
16257,10557,1244,75
16258,4762,3060,10
16259,193,58,473
16260,9501,6014,28
16261,1791,877,136
16262,111,715,110
16263,12888,787,44
16264,10001,4076,11
16265,11124,269,19
16266,11124,1600,50
16267,2895,4,52
16268,9893,2716,179
16269,1550,4367,26
16270,1550,9356,26
16271,1550,10925,79
16272,9545,8905,129
16273,5771,3254,169
16274,1725,2028,439
16275,11852,10292,77
16276,7611,403,43
16277,11815,267,52
16278,5733,1493,41
16279,9773,2324,39
16280,5289,1854,13
16281,2667,6235,36
16282,2667,6022,431
16283,3839,4756,2
16284,4603,7311,382
16285,11998,133,54
16286,12617,4792,9
16287,11984,77,52
16288,12604,5077,9
16289,3957,5341,279
16290,8395,4739,203
16291,8307,2599,7
16292,9987,3079,61
16293,7934,6214,167
16294,3353,101,43
16295,2417,2988,128
16296,4404,10362,27
16297,11139,442,77
16298,269,3074,54
16299,10581,1097,9
16300,12476,1409,64
16301,8261,2239,302
16302,3917,253,52
16303,11022,7603,279
16304,4133,3393,37
16305,644,10958,38
16306,332,6059,113
16307,5791,2429,13
16308,3428,10296,7
16309,7559,32,10
16310,1162,366,79
16311,3586,4403,26
16312,8266,202,30
16313,13805,1548,154
16314,4033,541,13
16315,2904,11667,370
16316,429,7396,26
16317,5441,3557,510
16318,129,6687,2
16319,129,7590,35
16320,129,2821,35
16321,7820,2677,61
16322,1048,1890,27
16323,8212,2082,807
16324,1333,6469,32
16325,1333,4032,32
16326,2849,2848,137
16327,6866,5228,22
16328,4813,877,136
16329,8080,462,142
16330,3323,202,30
16331,795,1313,58
16332,3955,101,43
16333,2559,8876,1
16334,774,5296,9
16335,9198,5480,114
16336,120,10567,26
16337,120,5694,11
16338,2112,31,15
16339,2112,2053,136
16340,8020,1069,189
16341,8651,497,133
16342,8651,4876,41
16343,11786,1913,114
16344,6313,12444,74
16345,6313,6608,819
16346,618,1925,49
16347,1524,3059,254
16348,10048,2304,7
16349,1225,2754,358
16350,1225,3027,3
16351,2053,2059,136
16352,1579,755,50
16353,1690,1175,37
16354,2303,890,79
16355,1580,744,11
16356,4370,1093,205
16357,875,2492,138
16358,681,12928,32
16359,681,2750,32
16360,1464,12136,137
16361,5582,3060,10
16362,5582,5904,207
16363,1551,4907,13
16364,6051,1354,13
16365,916,3207,16
16366,10049,338,30
16367,7323,99,30
16368,1094,2504,35
16369,3983,3854,257
16370,9582,11707,53
16371,12255,1156,285
16372,6164,3890,326
16373,8232,375,404
16374,6384,10063,9
16375,5118,1501,61
16376,388,1189,37
16377,1531,6721,94
16378,10637,403,43
16379,2933,977,46
16380,4721,10696,7
16381,7015,921,7
16382,10403,8502,247
16383,4989,1892,16
16384,7747,7597,520
16385,9383,6179,37
16386,503,745,184
16387,57,194,26
16388,57,9328,16
16389,1277,12231,28
16390,1116,542,37
16391,1181,2449,31
16392,1181,6157,31
16393,6692,8177,94
16394,635,9469,70
16395,635,14366,527
16396,635,6896,2
16397,635,2064,419
16398,635,14732,102
16399,8917,9175,148
16400,3934,1077,37
16401,1755,1180,25
16402,12514,58,23
16403,1004,467,47
16404,1820,9374,494
16405,1820,12301,944
16406,4046,3060,10
16407,161,113,72
16408,6754,681,30
16409,344,140,265
16410,8719,5658,518
16411,9840,1029,53
16412,3499,1944,37
16413,6515,349,37
16414,6515,7273,3
16415,3850,1104,30
16416,9746,2733,9
16417,478,4242,38
16418,478,5347,38
16419,478,7358,38
16420,4613,7413,13
16421,11154,546,479
16422,2717,9533,64
16423,6501,436,184
16424,7141,4921,140
16425,520,9357,11
16426,108,217,47
16427,2082,7572,323
16428,6817,10687,196
16429,3641,1643,184
16430,7810,107,46
16431,3868,271,13
16432,7210,11319,40
16433,1104,6585,32
16434,1104,4705,32
16435,1104,3402,32
16436,1104,7147,32
16437,1104,7358,32
16438,1104,2529,32
16439,1104,3382,32
16440,1104,2484,248
16441,4443,3958,9
16442,462,338,30
16443,951,950,261
16444,4996,6497,363
16445,6035,3577,46
16446,6830,7846,23
16447,1274,7843,45
16448,1274,3665,261
16449,9737,3602,192
16450,12984,8411,225
16451,6621,1566,13
16452,1893,11229,105
16453,1818,5980,649
16454,1818,8434,301
16455,7208,1620,3
16456,4800,79,44
16457,6699,9245,37
16458,6179,4659,11
16459,11949,8898,429
16460,2731,1246,18
16461,2731,712,18
16462,2731,8317,18
16463,1747,546,229
16464,1747,11363,229
16465,8549,12239,61
16466,11034,223,202
16467,7799,6192,79
16468,8190,7806,24
16469,2535,2824,205
16470,1219,760,10
16471,14365,1278,230
16472,6437,6049,35
16473,18,991,71
16474,18,4559,75
16475,6367,2132,53
16476,10994,5522,164
16477,7116,552,184
16478,1146,3059,79
16479,539,4184,28
16480,6747,372,49
16481,5028,4907,53
16482,1401,120,164
16483,2451,2775,169
16484,3943,1104,30
16485,8658,8742,26
16486,4901,414,52
16487,1122,7444,196
16488,12863,977,46
16489,5603,147,411
16490,7947,36,168
16491,7947,3946,9
16492,333,9605,156
16493,333,5489,156
16494,4351,5502,53
16495,3443,8137,11
16496,5987,5158,13
16497,10980,10541,28
16498,460,13328,13
16499,307,328,41
16500,1038,2695,247
16501,1101,3410,13
16502,14279,9,138
16503,1025,3341,49
16504,7849,3045,22
16505,902,5871,69
16506,902,11687,186
16507,902,3710,186
16508,10139,6552,750
16509,8244,10618,47
16510,13374,10850,411
16511,8192,3053,9
16512,12217,5200,37
16513,14684,12417,140
16514,1905,4642,13
16515,9275,3993,61
16516,4514,690,13
16517,84,211,67
16518,5900,2667,202
16519,2618,1398,52
16520,1015,6591,26
16521,1793,211,67
16522,2723,1147,13
16523,8145,30,15
16524,1927,6509,32
16525,1927,11319,32
16526,1508,1278,230
16527,3766,4523,22
16528,1374,7988,3
16529,4157,2089,26
16530,7386,79,44
16531,2659,4163,13
16532,6929,8131,138
16533,7732,2107,125
16534,1233,4444,61
16535,7300,3856,520
16536,7833,2285,77
16537,2434,2630,167
16538,6976,633,7
16539,2423,6195,9
16540,832,5008,50
16541,9280,8601,252
16542,9319,902,146
16543,12201,4585,24
16544,7731,1068,257
16545,114,101,43
16546,5715,3928,61
16547,9191,36,168
16548,331,103,202
16549,2427,375,103
16550,6113,7737,128
16551,567,8655,31
16552,1723,8001,156
16553,7178,13315,10
16554,8372,567,46
16555,12364,4647,9
16556,7179,4895,172
16557,997,897,22
16558,1618,1472,31
16559,1618,11442,31
16560,1618,4533,31
16561,5105,4820,94
16562,5105,2286,456
16563,3458,36,168
16564,1603,701,10
16565,11969,880,637
16566,4415,2058,61
16567,4415,6942,13
16568,14384,8197,23
16569,3525,10994,26
16570,12661,8913,105
16571,4827,8996,9
16572,2328,635,323
16573,2328,2246,102
16574,1175,3430,26
16575,5913,1871,164
16576,1327,2102,269
16577,4570,4569,71
16578,8302,1861,37
16579,6920,9395,302
16580,5258,1735,37
16581,5258,2709,164
16582,2741,375,103
16583,3562,101,43
16584,3518,262,144
16585,7211,991,181
16586,1252,3216,26
16587,7299,3333,88
16588,11160,9469,70
16589,6296,10048,203
16590,7642,7299,192
16591,334,6005,86
16592,334,8145,15
16593,4581,2329,7
16594,714,5629,124
16595,2919,8547,53
16596,1380,14353,165
16597,6426,10958,13
16598,7073,1644,290
16599,2729,7931,13
16600,2729,7124,9
16601,9488,12806,165
16602,486,14635,248
16603,486,5411,248
16604,898,6311,165
16605,633,6791,9
16606,10106,3065,10
16607,176,14513,28
16608,253,1870,35
16609,253,7599,35
16610,253,896,35
16611,253,4453,35
16612,5867,135,169
16613,3245,7386,61
16614,2561,8099,28
16615,467,199,37
16616,9284,1803,7
16617,5495,608,19
16618,11886,174,138
16619,8082,1193,3
16620,408,1937,165
16621,408,6126,3
16622,3702,10317,329
16623,3702,11877,276
16624,12341,1976,23
16625,3140,1527,66
16626,10281,682,164
16627,1329,161,50
16628,6690,9280,389
16629,7384,2188,53
16630,1798,2063,190
16631,285,11002,38
16632,2394,12623,446
16633,4144,2121,136
16634,2924,5061,71
16635,981,5091,160
16636,9267,782,54
16637,190,14841,28
16638,1790,6477,136
16639,9731,4033,13
16640,2108,6552,311
16641,1163,8053,42
16642,8264,10725,633
16643,9120,667,30
16644,7901,8155,40
16645,3209,622,53
16646,9822,427,22
16647,2724,44,53
16648,2724,1046,10
16649,4814,9120,19
16650,5086,9364,410
16651,5086,12347,410
16652,651,7206,32
16653,651,8443,32
16654,651,11166,32
16655,7025,999,202
16656,1972,3931,27
16657,9854,391,30
16658,1007,3050,328
16659,5236,5222,290
16660,3228,207,52
16661,4254,1003,10
16662,7739,6732,13
16663,2293,3746,31
16664,998,7713,144
16665,6207,6228,13
16666,6795,2260,14
16667,2071,2256,72
16668,2993,779,46
16669,1478,2921,72
16670,358,657,42
16671,8871,58,23
16672,7059,1048,80
16673,7267,570,80
16674,7883,6989,53
16675,6669,10115,9
16676,13753,10559,53
16677,5119,5324,49
16678,7969,4736,165
16679,1322,4077,15
16680,8692,3217,148
16681,9016,11256,165
16682,10436,987,7
16683,10436,1618,46
16684,11769,1277,23
16685,2804,6721,94
16686,652,5573,75
16687,6615,1485,22
16688,1910,2620,37
16689,134,4947,11
16690,134,8568,11
16691,667,132,32
16692,667,9612,32
16693,667,4402,32
16694,667,3850,32
16695,2871,3697,2
16696,6542,7276,9
16697,6004,975,80
16698,3704,7904,3
16699,24,2279,12
16700,24,3123,12
16701,24,482,12
16702,24,1410,12
16703,5713,1373,37
16704,2988,1054,224
16705,2988,4187,10
16706,11225,144,60
16707,6592,4,52
16708,7344,230,30
16709,465,1144,97
16710,5810,5191,61
16711,5810,3236,9
16712,11144,725,37
16713,7314,36,168
16714,4774,814,136
16715,4873,2879,40
16716,3952,10282,7
16717,4476,8510,389
16718,4377,6875,313
16719,7117,2869,7
16720,5104,439,94
16721,5066,11398,35
16722,1574,6763,114
16723,952,135,184
16724,952,199,10
16725,5634,6434,13
16726,6666,11528,19
16727,6475,9,138
16728,10938,745,184
16729,505,1957,52
16730,79,5828,2
16731,79,1761,2
16732,1230,2023,208
16733,1230,3459,208
16734,4528,4250,155
16735,1566,902,63
16736,3990,107,46
16737,11111,11830,23
16738,447,8180,26
16739,447,3986,72
16740,3391,11494,32
16741,3459,2050,50
16742,2931,10722,616
16743,5732,2805,557
16744,5732,2317,42
16745,9465,9798,52
16746,8471,75,42
16747,5250,653,63
16748,10500,2071,37
16749,5658,697,169
16750,2347,6700,35
16751,7459,9490,195
16752,6140,2071,10
16753,10185,202,30
16754,11943,5219,278
16755,11407,11894,165
16756,4116,760,27
16757,394,4185,135
16758,2985,658,58
16759,8332,121,9
16760,12640,775,37
16761,6122,2025,165
16762,3409,27,13
16763,9525,11955,3
16764,2709,739,16
16765,1040,4727,26
16766,2728,63,3
16767,1520,2966,135
16768,608,3457,37
16769,608,4924,13
16770,3524,1275,49
16771,3339,9900,77
16772,3440,4144,136
16773,9816,5456,37
16774,10898,463,37
16775,10569,11845,71
16776,506,761,270
16777,4344,8441,7
16778,4903,2416,77
16779,3169,2357,9
16780,8841,3943,140
16781,7921,253,52
16782,5661,701,37
16783,11788,2344,22
16784,10575,897,22
16785,3925,9003,36
16786,3925,3997,36
16787,3438,4154,119
16788,1231,5219,105
16789,2299,6296,26
16790,11388,9,138
16791,1509,10886,40
16792,9421,101,43
16793,6848,6575,61
16794,1515,1271,52
16795,1515,3033,7
16796,2697,829,13
16797,2442,10150,40
16798,4095,1047,7
16799,2388,2071,10
16800,1018,3828,105
16801,5755,14850,636
16802,1073,3913,31
16803,1073,2856,31
16804,1073,1694,31
16805,1073,6935,31
16806,1073,4987,31
16807,4062,3323,26
16808,3924,8268,7
16809,13700,101,43
16810,701,2582,11
16811,701,1784,11
16812,4061,4890,47
16813,4011,9035,31
16814,5027,1682,79
16815,4006,1431,7
16816,39,10787,155
16817,1457,4,52
16818,1388,1912,138
16819,3739,5759,283
16820,6528,82,37
16821,3248,8360,94
16822,10013,11442,128
16823,10606,794,52
16824,5860,2851,9
16825,6984,3093,7
16826,12287,1304,265
16827,581,3526,14
16828,4071,3886,9
16829,14214,2114,23
16830,1302,4139,32
16831,1302,10357,32
16832,963,7313,3
16833,6259,5179,22
16834,5327,403,43
16835,10158,1286,10
16836,5034,3572,650
16837,17,4298,238
16838,17,3985,5
16839,17,11198,5
16840,17,12705,5
16841,17,13912,261
16842,4238,4187,50
16843,7880,6599,32
16844,14571,11706,828
16845,5939,1481,13
16846,9821,7511,41
16847,4169,444,14
16848,8767,269,271
16849,278,1038,124
16850,1897,1359,19
16851,6893,2105,53
16852,8657,1073,46
16853,3264,4859,9
16854,13639,11963,105
16855,9986,253,52
16856,3462,1181,46
16857,90,1452,37
16858,3460,650,53
16859,3335,212,136
16860,2379,1412,199
16861,6961,11395,7
16862,4472,6400,71
16863,9357,6572,53
16864,9357,4769,1
16865,8403,7631,172
16866,1742,927,105
16867,2970,975,16
16868,1306,9113,50
16869,553,273,50
16870,7421,1181,46
16871,14053,6032,36
16872,9644,8552,28
16873,230,11102,32
16874,230,501,32
16875,230,1468,32
16876,230,45,32
16877,230,3761,32
16878,230,8918,32
16879,230,2373,32
16880,230,2289,32
16881,230,197,32
16882,3555,7143,9
16883,5584,4033,13
16884,8158,253,52
16885,3370,13990,71
16886,657,10994,114
16887,657,58,267
16888,657,10301,160
16889,11264,1271,44
16890,2620,2460,26
16891,6851,2218,167
16892,58,2927,102
16893,58,13074,28
16894,58,8725,28
16895,58,9910,170
16896,58,6360,170
16897,58,543,124
16898,58,4827,850
16899,5429,4366,128
16900,7147,10979,13
16901,1745,8672,195
16902,211,7091,86
16903,211,8602,86
16904,211,1775,69
16905,211,9687,69
16906,211,162,69
16907,211,2529,69
16908,2531,5993,19
16909,2486,4809,330
16910,1259,2299,10
16911,10,8724,5
16912,10,2783,261
16913,10,10000,261
16914,10,13025,261
16915,11951,12822,23
16916,3860,11496,28
16917,99,731,32
16918,552,3257,54
16919,552,7414,54
16920,12195,2028,542
16921,7544,334,15
16922,4918,185,67
16923,5852,403,43
16924,222,10436,35
16925,11035,4229,13
16926,2127,107,46
16927,5620,3443,10
16928,174,13396,5
16929,174,11213,5
16930,174,8294,261
16931,174,1564,261
16932,174,12510,261
16933,11161,5515,3
16934,5892,10857,40
16935,10057,269,169
16936,14290,6953,3
16937,2369,2740,13
16938,7483,4436,13
16939,1732,761,323
16940,10690,2539,146
16941,12733,1942,16
16942,3249,4944,140
16943,792,369,27
16944,459,7660,75
16945,1749,5173,11
16946,1749,10606,11
16947,1749,4839,79
16948,1749,7013,16
16949,5284,4321,13
16950,3649,8433,205
16951,3788,4464,28
16952,9322,334,146
16953,1984,2484,30
16954,6871,10643,61
16955,485,660,7
16956,10228,10017,328
16957,2239,2469,176
16958,4748,1635,97
16959,4001,2637,132
16960,4696,12756,108
16961,8751,323,27
16962,3804,4169,97
16963,5040,8262,71
16964,6779,468,106
16965,791,10169,11
16966,791,2648,16
16967,791,3428,72
16968,11680,8912,28
16969,814,4937,15
16970,814,2102,15
16971,814,1489,186
16972,3144,7748,7
16973,8275,2379,326
16974,2529,7710,63
16975,7152,8211,74
16976,1147,2723,13
16977,6357,6245,7
16978,7714,3566,32
16979,14460,6396,256
16980,6710,10096,35
16981,3880,2299,164
16982,7992,2513,38
16983,7992,1936,38
16984,5608,5609,13
16985,4187,9453,26
16986,4019,3718,164
16987,9978,1753,13
16988,836,6179,164
16989,5131,635,20
16990,6078,6077,94
16991,4447,10190,47
16992,1832,107,46
16993,1764,2585,19
16994,7334,320,44
16995,3461,6584,11
16996,1059,10290,54
16997,1059,3966,54
16998,436,919,61
16999,436,1581,61
17000,436,861,54
17001,436,12085,64
17002,1476,9550,19
17003,1476,3443,50
17004,1554,2287,11
17005,9217,4180,37
17006,4946,4655,40
17007,184,2644,22
17008,184,599,30
17009,1589,230,30
17010,1001,188,136
17011,2091,3187,165
17012,14602,14273,23
17013,6067,230,30
17014,10661,10,138
17015,536,3887,13
17016,4031,7809,79
17017,54,2540,79
17018,2227,12238,13
17019,7961,1631,105
17020,11278,4158,142
17021,287,463,37
17022,287,21,37
17023,287,9431,9
17024,4503,13845,137
17025,21,1581,11
17026,21,78,72
17027,3097,8605,26
17028,3097,5201,16
17029,1637,13242,188
17030,1637,9761,261
17031,14165,6955,23
17032,1275,892,97
17033,1275,506,124
17034,5340,4187,10
17035,4147,4146,13
17036,999,9336,77
17037,6680,5588,279
17038,10351,1788,30
17039,7081,1046,164
17040,5,107,46
17041,5,6434,279
17042,3143,5517,40
17043,75,4825,114
17044,75,4351,160
17045,4174,651,30
17046,11179,35,182
17047,4612,4388,358
17048,12672,1415,432
17049,1733,10235,52
17050,1733,369,10
17051,2110,514,227
17052,1513,6527,226
17053,1325,681,30
17054,3136,5659,39
17055,3136,12850,30
17056,5370,7167,22
17057,722,3678,9
17058,1911,1803,13
17059,1248,1072,26
17060,2976,2534,182
17061,706,3241,170
17062,2228,4288,77
17063,2228,998,77
17064,7688,4149,13
17065,1431,1871,37
17066,12252,6689,144
17067,1170,1304,247
17068,11456,6418,241
17069,9968,6984,9
17070,147,635,60
17071,1021,3454,61
17072,5217,1189,37
17073,2297,612,164
17074,1295,212,67
17075,8579,2194,22
17076,2226,4790,32
17077,2226,11207,32
17078,829,2389,119
17079,3593,101,43
17080,720,12066,74
17081,1489,4900,37
17082,13235,13235,691
17083,3532,677,3
17084,10009,3443,37
17085,12559,12907,444
17086,3760,2407,42
17087,1455,2886,160
17088,9171,403,43
17089,9288,3944,13
17090,1023,7863,12
17091,6642,3396,227
17092,789,5034,335
17093,6202,1464,250
17094,6202,9800,374
17095,3961,1006,37
17096,12396,3405,103
17097,8130,11018,78
17098,9400,12047,165
17099,8329,2439,7
17100,873,1427,52
17101,3931,108,16
17102,12298,7419,834
17103,4927,211,15
17104,2953,2927,257
17105,9387,3484,78
17106,4510,701,37
17107,251,7582,125
17108,251,1801,431
17109,10264,63,13
17110,7852,7791,212
17111,11673,6046,61
17112,2326,1659,169
17113,1814,2396,26
17114,12276,1765,39
17115,745,6070,54
17116,745,6189,54
17117,10838,49,23
17118,6364,11788,38
17119,140,3239,124
17120,5074,6401,28
17121,13228,375,144
17122,10481,9352,105
17123,2111,4927,136
17124,2703,5388,54
17125,10699,6585,47
17126,7518,1410,60
17127,955,300,10
17128,1337,11058,203
17129,1337,667,30
17130,9419,9418,110
17131,3913,612,10
17132,3913,1600,10
17133,5052,701,10
17134,1296,2028,119
17135,3142,2947,13
17136,1949,8556,485
17137,3368,4157,37
17138,8187,6457,382
17139,8147,1794,283
17140,8147,681,30
17141,13378,2241,326
17142,9927,5997,42
17143,9509,4,52
17144,8863,4416,53
17145,5529,230,30
17146,8788,6621,13
17147,9543,32,10
17148,4266,10995,28
17149,10416,9017,22
17150,2399,973,167
17151,6095,411,30
17152,818,5118,26
17153,10930,58,23
17154,1739,7085,270
17155,612,5941,11
17156,815,334,136
17157,2680,6205,3
17158,886,3325,261
17159,9005,4369,13
17160,8364,6509,40
17161,8186,4161,3
17162,6613,4518,37
17163,8840,10709,24
17164,3122,82,10
17165,1560,1678,10
17166,9328,6205,47
17167,8525,35,17
17168,4560,9999,9
17169,8653,1181,46
17170,1836,260,181
17171,833,4763,263
17172,3746,1690,7
17173,9853,2445,212
17174,7394,1292,80
17175,7394,2723,13
17176,7245,5123,128
17177,6420,7452,515
17178,10753,4178,71
17179,2154,4640,10
17180,2194,1651,38
17181,1469,320,44
17182,10807,7243,1
17183,11016,101,43
17184,4261,4935,7
17185,1518,10806,72
17186,9765,1095,52
17187,10208,7932,164
17188,8402,77,52
17189,1485,478,410
17190,1485,7469,38
17191,1485,5902,38
17192,4664,1836,285
17193,9863,2223,13
17194,2272,1682,13
17195,2272,9838,456
17196,3481,779,46
17197,7643,2851,106
17198,9444,13000,37
17199,3565,6298,164
17200,4536,11289,79
17201,2438,7887,7
17202,6497,7359,189
17203,7728,9166,148
17204,14073,4166,326
17205,4566,7896,3
17206,5007,12476,623
17207,752,3669,138
17208,68,67,32
17209,7734,902,15
17210,573,4900,37
17211,932,368,26
17212,9633,2407,42
17213,10036,13034,28
17214,69,2455,31
17215,69,1516,31
17216,69,839,31
17217,5275,3268,22
17218,3756,36,168
17219,13814,8860,98
17220,736,1322,67
17221,247,6875,97
17222,1207,11946,266
17223,8843,3695,169
17224,10505,1773,7
17225,8204,637,75
17226,5090,526,61
17227,4921,6832,63
17228,3550,1472,167
17229,1016,6119,19
17230,14507,2379,326
17231,9659,7662,382
17232,9659,1981,290
17233,4832,10072,30
17234,7618,7539,64
17235,934,21,50
17236,10537,667,30
17237,9473,6956,616
17238,1111,6098,268
17239,3392,12350,165
17240,1345,176,57
17241,8181,5167,9
17242,3776,403,43
17243,4706,1803,53
17244,3079,4852,313
17245,8448,635,44
17246,10342,11322,114
17247,93,1073,46
17248,4624,1192,9
17249,312,3125,38
17250,9165,1476,61
17251,3234,375,404
17252,653,4019,69
17253,1496,6163,225
17254,8481,657,1036
17255,8481,4672,160
17256,3503,9340,465
17257,10012,107,46
17258,6044,6530,40
17259,793,5438,7
17260,2344,2214,38
17261,12268,8736,13
17262,1159,7259,22
17263,2998,11144,140
17264,1336,11442,98
17265,11058,1077,10
17266,1184,7921,9
17267,338,97,32
17268,338,4078,32
17269,338,3513,32
17270,564,6827,37
17271,1975,2194,22
17272,6894,651,30
17273,2538,1347,10
17274,2642,653,67
17275,7016,211,63
17276,7016,12851,349
17277,1156,7131,181
17278,10389,10388,555
17279,2518,9924,9
17280,4899,12213,40
17281,908,277,128
17282,2446,3562,9
17283,743,11534,2
17284,2883,241,30
17285,861,1517,46
17286,1536,1455,246
17287,4504,4276,35
17288,3091,335,22
17289,11577,1390,7
17290,11577,948,7
17291,12639,278,267
17292,10064,226,205
17293,6278,3999,53
17294,1477,9808,13
17295,1361,276,37
17296,1361,3088,3
17297,1621,5686,129
17298,1609,6907,77
17299,3429,1175,37
17300,8943,1427,52
17301,12735,101,43
17302,2217,4503,250
17303,6394,4275,7
17304,7150,5359,39
17305,12694,2961,687
17306,6855,11256,165
17307,9960,5553,516
17308,5806,1305,164
17309,3189,608,157
17310,8373,9191,328
17311,7950,657,119
17312,4797,403,43
17313,10734,12360,22
17314,972,4046,11
17315,972,13161,79
17316,2987,1464,250
17317,3369,5187,13
17318,6222,101,43
17319,7710,6671,136
17320,77,7998,2
17321,77,7616,35
17322,1335,567,46
17323,5799,5041,27
17324,5958,2076,24
17325,7098,1554,37
17326,4184,2524,152
17327,6924,7312,119
17328,36,1533,18
17329,36,13284,18
17330,36,6077,18
17331,36,3153,18
17332,36,9903,18
17333,36,3052,18
17334,36,3673,18
17335,36,6174,18
17336,36,3789,18
17337,36,6994,18
17338,6864,526,196
17339,6962,2210,212
17340,12943,1767,138
17341,4960,8494,23
17342,6002,5032,202
17343,5305,2901,129
17344,5635,557,9
17345,8845,3365,47
17346,2940,338,30
17347,7667,8102,3
17348,2028,1687,160
17349,2661,9284,61
17350,12911,12419,1
17351,4572,1095,52
17352,1271,4984,35
17353,4337,1761,160
17354,1648,4957,26
17355,295,497,133
17356,7145,1015,37
17357,4940,3100,474
17358,1086,10387,26
17359,1086,4810,11
17360,1086,2428,79
17361,1500,2703,13
17362,13071,8702,9
17363,10201,5724,196
17364,6584,6222,227
17365,11602,9535,13
17366,6858,2788,25
17367,2786,2785,53
17368,6875,2699,185
17369,3468,1073,46
17370,2316,3299,3
17371,3608,273,10
17372,12470,1970,429
17373,2315,779,46
17374,5230,8556,485
17375,6530,1195,61
17376,6883,6883,439
17377,8969,2488,19
17378,8969,7200,10
17379,8969,1446,10
17380,391,1738,32
17381,1475,5979,3
17382,5446,5779,427
17383,623,5826,7
17384,5572,3557,510
17385,5572,2769,40
17386,2511,4019,140
17387,2525,1678,37
17388,5750,7806,24
17389,3661,7327,142
17390,3633,4683,7
17391,2551,10,138
17392,480,8384,19
17393,758,7550,190
17394,202,2350,32
17395,3976,8459,13
17396,13218,9,138
17397,6905,207,52
17398,8830,90,40
17399,7997,6856,9
17400,4063,1230,224
17401,5364,478,22
17402,5430,335,67
17403,14634,1444,249
17404,212,5062,69
17405,325,324,377
17406,1077,11131,11
17407,2716,9893,476
17408,1678,175,11
17409,1586,6497,363
