,h,t,r
140838,10189,12169,119
140841,11846,58,349
140842,1097,58,20
140850,12799,278,119
140864,2940,58,84
140867,6563,138,56
140884,8260,58,422
140890,2271,251,501
140896,9366,372,20
140901,11663,2812,119
140904,7776,214,73
140908,12758,715,317
140910,11683,1068,464
140947,6314,4288,123
140952,8468,2146,20
141002,13223,58,84
141025,12809,214,73
141026,370,539,119
141031,10158,504,20
141050,14300,635,267
141069,94,3123,20
141079,9610,58,20
141081,3646,3123,20
141090,3076,879,191
141123,5885,251,21
141125,9617,58,84
141133,3029,138,56
141139,8553,35,17
141140,4457,58,48
141147,12196,2882,153
141153,5464,58,48
141201,9138,9657,34
141206,3735,214,73
141235,8267,41,20
141253,5642,49,119
141282,7041,278,48
141285,698,761,20
141288,13274,638,73
141296,1901,3341,20
141303,7438,214,73
141317,10893,58,84
141335,14318,1540,861
141352,2527,138,56
141385,634,443,48
141390,6587,138,107
141404,9162,443,84
141406,1617,1492,20
141420,835,41,20
141457,8987,4148,20
141477,216,2028,154
141502,5776,4044,123
141506,11590,12815,200
141520,887,9917,123
141530,1329,1925,20
141539,3719,35,17
141552,10412,214,73
141559,3477,598,34
141561,291,11160,84
141578,7431,251,21
141595,2139,1410,317
141604,1097,3632,21
141609,3868,657,119
141616,1188,58,84
141643,11152,247,84
141653,698,58,20
141656,6224,1358,20
141667,2628,8053,119
141680,1856,7356,281
141684,6113,5997,119
141691,7546,214,73
141707,5772,251,89
141708,13716,10266,191
141711,2921,3212,20
141721,4276,1542,56
141759,9918,9087,380
141765,12218,879,109
141780,5495,58,20
141791,1018,4039,34
141793,4254,58,48
141798,2466,465,20
141806,935,2216,20
141813,6109,327,20
141865,1766,76,153
141879,7153,1785,20
141883,13465,214,73
141887,5685,49,349
141903,11701,3241,294
141909,6751,58,84
141912,5298,214,73
141916,5995,504,20
141935,1566,58,84
141938,5078,1304,20
141963,7102,138,107
141972,7986,11248,21
141977,2200,372,20
141985,852,251,21
141986,5039,214,73
141987,5760,3708,21
141996,2901,638,73
142003,10319,6997,20
142007,1946,41,20
142022,11595,3262,154
142024,3584,1063,20
142027,13415,1785,317
142031,2846,12505,281
142041,8324,118,20
142055,1043,4069,453
142065,9625,2486,154
142094,8057,58,317
142101,9811,635,48
142102,6751,58,349
142112,1062,1563,20
142131,8308,58,48
142137,634,1634,20
142150,4070,214,73
142158,13736,58,317
142164,1204,214,73
142178,6397,1410,20
142179,5694,35,17
142217,7182,214,73
142249,2416,138,258
142259,4527,7139,476
142260,3725,9917,145
142264,1828,35,17
142270,36,1713,350
142279,3712,75,119
142283,12419,638,73
142305,9765,2082,20
142309,969,58,84
142329,6521,2028,62
142345,2063,10890,123
142350,2884,9826,154
142353,4484,214,73
142361,998,49,294
142365,12758,10705,154
142366,693,58,84
142404,5351,247,20
142406,3613,3846,21
142437,1783,251,655
142452,6800,35,17
142453,11425,879,109
142476,11683,7854,154
142484,5505,58,48
142490,1808,118,20
142513,7445,2151,20
142515,8296,9597,281
142538,1050,443,20
142542,9861,214,73
142559,8127,251,21
142587,11108,6459,154
142595,2200,714,20
142599,115,2028,566
142614,8088,10087,21
142650,8296,12334,281
142678,10511,10737,119
142686,10172,7927,109
142692,4234,58,48
142732,11377,214,73
142738,5589,138,56
142740,3811,3273,20
142744,7093,10315,200
142765,2762,3381,20
142773,10228,58,20
142775,6397,3116,20
142794,6724,638,73
142797,6676,251,21
142798,8152,4003,20
142800,448,2328,20
142806,3867,2328,20
142817,4556,314,20
142824,9079,138,56
142826,4432,12695,154
142835,5840,251,21
142857,6657,58,20
142868,1669,6307,550
142879,1829,2151,20
142900,2973,214,73
142903,10880,4796,191
142943,11719,5165,501
142947,4728,2151,20
142948,5351,1034,20
142961,8878,251,21
142967,5460,3341,20
142975,9263,8246,84
143002,8253,35,17
143020,3479,214,73
143028,685,58,84
143039,7153,140,48
143069,7755,58,20
143080,5589,58,20
143082,3468,761,20
143089,1018,7611,34
143091,5393,214,73
143108,4411,2328,20
143109,3481,43,21
143116,7909,2146,20
143126,9353,251,21
143136,149,706,84
143140,110,278,20
143144,5474,1634,20
143147,8592,1925,20
143156,10276,1068,294
143160,14387,75,159
143166,13137,12815,501
143180,7063,443,20
143188,12341,138,258
143192,10515,4003,20
143194,6122,2028,349
143203,10788,13232,349
143208,2896,1068,119
143216,11310,3116,20
143217,11766,13191,281
143233,8365,3123,20
143257,8647,11814,109
143259,11956,1043,48
143261,5744,9375,281
143290,9867,706,84
143296,4133,3296,349
143313,7365,214,73
143317,1229,1634,20
143325,7909,1381,20
143329,6247,251,21
143333,7582,12053,34
143341,4301,58,48
143349,10589,761,20
143351,4757,1732,20
143367,7857,6307,550
143369,1904,35,17
143372,10803,7094,200
143405,5652,2151,20
143416,9760,3663,548
143423,12149,4448,178
143485,8960,58,20
143486,4283,58,48
143497,12426,251,200
143513,7337,58,48
143514,5460,35,17
143520,3946,1381,20
143523,4771,58,84
143542,5028,372,20
143543,4400,4628,191
143544,7821,1732,48
143551,10019,397,566
143572,5191,251,21
143573,11716,7074,154
143583,9918,25,380
143620,3655,10470,34
143630,5140,2217,123
143631,3867,4748,20
143651,4672,138,56
143671,12193,3383,123
143690,2973,58,84
143696,6248,657,119
143709,4465,6458,145
143711,6709,214,73
143731,11924,3279,20
143746,6241,111,20
143754,2373,3916,153
143764,1298,3798,20
143775,5260,2547,119
143794,10241,214,73
143800,4150,657,62
143805,9027,58,84
143807,6980,58,84
143814,2176,443,20
143823,10137,58,84
143834,3305,251,21
143837,5672,9657,153
143843,3947,2082,20
143848,10057,58,48
143852,3454,443,20
143859,7777,111,20
143870,1187,138,56
143879,2526,443,20
143899,4895,3262,119
143903,10288,35,17
143908,11493,913,62
143919,4761,3266,1059
143924,1839,278,20
143934,19,176,20
143936,600,138,107
143946,306,5733,20
143950,9498,4628,109
143961,3593,7611,153
143985,10741,58,20
143993,1615,4854,145
143999,5474,3138,21
144011,2980,6402,191
144032,371,546,20
144037,8383,214,73
144048,295,14553,34
144060,11419,10840,178
144069,2176,111,20
144071,2400,138,56
144084,9987,58,84
144099,1617,465,20
144108,4842,43,21
144120,6329,2574,95
144136,5412,5997,119
144149,2921,41,20
144182,10126,58,20
144185,3007,10718,197
144191,8661,58,48
144192,2698,1410,48
144231,8348,58,48
144239,1229,3279,20
144262,11178,58,84
144263,8372,546,20
144268,10589,546,20
144269,8367,11355,476
144316,10063,443,20
144326,4889,1732,20
144332,8785,9375,281
144337,36,12513,350
144369,5995,1275,20
144379,6136,1634,20
144387,2041,14508,191
144391,3607,58,84
144400,7047,635,84
144405,6413,7611,153
144415,7410,12975,281
144433,4551,2878,368
144436,1889,638,73
144440,5141,214,73
144445,4889,6637,20
144477,7944,35,17
144486,11081,2744,200
144500,9310,8340,566
144501,13266,214,73
144512,3419,3708,21
144515,9842,6525,235
144516,726,314,20
144517,5136,214,73
144519,13843,251,655
144526,4684,118,20
144528,9693,6419,235
144537,3127,1381,20
144557,10519,11133,153
144563,4875,2882,153
144587,4667,14069,153
144597,297,635,422
144600,6728,443,48
144601,7874,58,84
144610,10334,138,107
144614,2776,58,20
144620,2634,251,21
144626,9252,214,73
144643,7493,1304,20
144648,505,635,20
144656,5013,3663,21
144672,7468,504,48
144705,1447,58,48
144711,7622,329,20
144721,9533,58,20
144722,3389,138,107
144734,2727,443,20
144735,10448,3788,119
144737,5028,1358,20
144745,8289,4168,119
144750,2800,3381,20
144764,206,58,20
144776,10288,138,766
144812,4501,138,56
144850,3964,58,48
144854,4647,1492,20
144863,9556,58,84
144868,13173,49,294
144877,5033,1925,20
144896,6126,58,84
144898,5950,5203,109
144900,2471,251,21
144905,12483,2587,84
144939,3603,214,73
144943,1557,879,191
144945,7505,4069,453
144960,8964,251,21
144972,8010,6402,109
144975,12685,35,17
145001,8279,2308,119
145003,1617,2114,20
145007,10343,7611,153
145024,8397,2882,153
145040,855,1381,20
145041,2885,504,20
145062,7249,706,84
145070,12413,1179,145
145073,9957,176,84
145079,11766,9375,281
145085,11824,58,84
145095,10761,3341,20
145114,1020,4003,20
145119,11574,2328,20
145141,6061,3242,20
145148,1946,635,20
145153,4446,58,84
145190,5489,1542,107
145193,4619,5951,84
145198,3990,35,17
145209,1217,1732,317
145214,3562,1785,48
145217,13223,214,73
145225,12413,6624,145
145232,10331,2018,119
145237,2824,58,48
145238,9262,58,84
145261,3392,58,84
145262,1218,4398,566
145298,2889,214,73
145308,2247,1542,56
145314,1560,118,20
145318,9811,58,48
145348,6893,251,21
145360,6638,58,84
145366,5250,9709,119
145387,6224,176,20
145388,10890,9644,154
145389,5427,278,20
145414,1752,3116,48
145431,1837,58,20
145459,6109,443,20
145460,36,920,350
145468,6585,251,200
145472,9432,58,20
145477,6872,58,20
145482,372,138,524
145492,4723,3890,325
145531,4510,2882,153
145535,7356,2925,281
145540,8576,657,119
145549,13580,58,48
145571,2883,138,107
145576,5451,1043,20
145579,2678,761,20
145603,14560,2580,405
145606,12212,138,567
145613,2875,58,29
145617,11766,7411,281
145633,5636,35,17
145634,5170,58,20
145636,635,11133,34
145645,5643,1785,20
145654,5682,1139,119
145657,1331,3342,20
145673,10254,635,306
145691,7880,147,1150
145707,389,1542,567
145708,5467,138,56
145712,10271,638,73
145713,4501,3341,20
145715,6266,58,48
145747,10893,2882,153
145753,3379,138,56
145758,514,657,349
145763,5309,638,901
145767,5477,35,17
145781,2626,58,48
145790,1617,3342,20
145804,3667,49,294
145819,7111,58,20
145842,94,0,20
145868,13356,4545,119
145877,6720,8053,62
145884,6025,58,48
145890,8026,879,109
145897,361,35,17
145934,5371,9786,119
145937,5064,278,84
145940,3257,1492,20
145949,14526,6581,95
145976,7912,58,20
146002,634,2216,20
146010,8031,58,20
146012,3407,138,56
146013,6887,214,73
146014,5105,635,84
146020,3067,58,84
146032,12425,10688,281
146034,5562,214,73
146037,3576,2151,20
146048,5166,138,107
146054,3631,3273,20
146057,6133,58,84
146066,8730,58,84
146083,11461,5698,119
146104,4613,638,73
146116,10620,3517,546
146127,2920,879,191
146157,7368,4069,453
146165,1340,5163,20
146191,7124,3273,20
146210,9516,14020,21
146221,6424,8438,123
146252,5478,2028,119
146262,12671,3663,200
146263,36,11885,350
146265,835,1358,20
146281,10293,247,20
146293,1304,138,524
146310,8140,11676,281
146326,6615,6660,119
146342,3828,76,34
146347,7276,1304,20
146360,8820,638,73
146366,6872,1785,20
146370,887,8991,123
146393,36,10143,350
146408,11494,214,73
146432,310,4398,566
146434,12424,8875,530
146452,36,13917,350
146458,4387,4952,197
146465,816,58,20
146466,8241,1381,20
146468,13032,251,461
146472,1829,176,20
146477,2708,58,84
146513,3817,11139,723
146520,11673,58,84
146533,4546,278,84
146534,7677,2028,62
146559,2313,251,21
146566,6336,1785,84
146598,6723,598,34
146608,13760,474,127
146616,4746,397,119
146631,12266,58,20
146645,10754,214,73
146649,5665,41,20
146683,131,2028,119
146703,10084,1785,48
146705,1114,13845,123
146716,7485,5997,119
146723,1727,251,21
146726,3561,251,21
146753,10104,12705,235
146755,6072,58,84
146763,128,35,17
146779,8330,138,56
146788,13734,3839,119
146796,2150,1043,48
146814,7426,13470,349
146824,13842,7425,119
146829,8007,9826,317
146830,5059,657,62
146845,5221,635,20
146879,13051,635,306
146887,10951,11056,119
146892,3937,1544,191
146894,2176,1304,20
146914,9817,138,258
146939,12210,2744,501
146943,1238,638,73
146979,3124,58,20
146980,5843,1925,20
147008,8241,2328,20
147013,12918,214,73
147037,7173,138,258
147042,1330,12789,566
147050,13345,397,119
147070,4684,176,20
147076,2699,6433,123
147077,2526,2151,20
147078,4205,443,20
147105,13621,706,84
147123,5427,2254,20
147132,7276,190,20
147136,3987,58,84
147139,3986,278,445
147154,721,176,317
147155,3007,10724,197
147159,5419,3698,119
147171,2784,2028,119
147174,4087,138,524
147179,11920,214,73
147182,1504,2082,20
147204,5836,138,56
147208,1188,2028,119
147220,4037,1529,123
147221,8623,2328,20
147229,1901,1785,20
147249,4630,118,20
147255,5841,1043,84
147262,13862,657,62
147264,10671,58,20
147268,6050,2882,153
147285,8800,3647,20
147297,6091,214,73
147306,8448,2151,20
147333,1633,3381,20
147346,9950,58,84
147354,566,1732,20
147383,6048,706,84
147389,14297,3116,84
147390,4836,58,20
147393,10526,635,84
147394,4325,1043,20
147396,1179,4856,109
147399,5039,598,153
147421,1784,2778,20
147446,7007,58,422
147453,4735,7356,281
147470,2799,3663,21
147477,9964,3138,21
147484,1971,638,73
147495,1158,58,20
147499,1920,58,84
147500,8623,140,20
147508,4397,58,84
147529,11290,140,20
147535,4779,1785,317
147539,2755,2547,119
147541,4012,635,48
147548,4292,2018,476
147556,13077,2516,334
147567,6201,657,119
147570,9685,214,73
147580,6757,35,17
147582,133,58,306
147602,11538,58,48
147616,11924,1410,20
147618,4684,111,20
147619,1836,43,394
147620,5101,118,20
147629,10386,1034,20
147678,9543,278,48
147681,11674,3116,84
147684,3146,4653,281
147685,3428,138,56
147689,12425,12334,281
147700,13594,11814,109
147702,7333,278,20
147705,10874,4628,191
147724,8737,3341,20
147761,3666,58,48
147768,8579,1574,119
147770,4779,635,317
147772,2093,761,20
147788,4914,35,17
147824,8582,58,321
147839,10971,879,109
147844,4951,3663,21
147846,1826,1542,107
147856,11021,638,73
147868,8852,278,20
147871,6378,251,21
147905,7427,913,62
147919,5620,251,21
147923,7178,464,21
147936,2663,761,20
147940,3320,753,145
147950,10144,35,17
147957,12745,2916,321
147961,8016,58,48
147964,2237,58,20
147972,1629,176,20
147990,887,3121,123
147995,12515,247,84
148006,4278,4545,154
148013,5427,1043,20
148014,3580,352,109
148054,1829,138,56
148055,1812,1732,48
148065,1633,138,56
148070,2165,1410,48
148076,1521,58,84
148089,9283,58,84
148108,3512,35,17
148119,10445,7854,154
148121,8789,278,84
148131,3230,138,107
148174,299,58,20
148200,8152,1688,20
148202,242,214,73
148205,3854,76,34
148222,3474,214,73
148250,2421,443,48
148256,4320,214,73
148280,11811,3296,119
148293,8539,214,73
148319,1290,12424,231
148332,7708,251,21
148335,8401,657,119
148358,4473,58,422
148360,13025,4628,191
148368,12322,397,154
148407,5079,214,73
148429,13151,2044,20
148437,1645,1304,20
148486,5460,1634,20
148498,4225,214,73
148501,764,3663,21
148518,8453,278,20
148535,7421,41,20
148537,7422,4038,119
148538,166,138,107
148541,1519,1925,20
148545,6015,2882,153
148548,2374,2028,119
148558,5519,714,20
148562,6995,638,73
148566,4684,1304,20
148567,4886,214,73
148584,11969,635,48
148596,5156,5624,200
148618,942,278,20
148625,1693,2229,123
148628,2885,1732,20
148629,6503,58,84
148647,1567,58,48
148649,6916,251,21
148650,499,251,21
148658,3345,2082,20
148666,9933,58,20
148668,1160,6027,530
148673,7155,278,20
148713,12004,214,73
148714,6667,3804,48
148733,4527,12441,21
148753,521,111,20
148774,2329,58,84
148783,5940,58,20
148786,4782,251,21
148819,10411,2906,20
148837,2921,2328,20
148843,6099,35,17
148850,3764,3804,20
148855,623,314,20
148883,9225,58,20
148902,2386,3342,20
148908,4301,138,56
148915,3208,397,349
148947,3441,1929,84
148963,2137,278,20
148981,3964,3839,20
148987,9516,35,17
148993,10556,1432,154
148994,1083,35,17
148997,7656,58,422
148999,10862,1732,48
149001,9777,58,84
149004,6468,58,48
149010,7096,635,48
149014,387,138,56
149017,1387,1304,48
149020,6374,251,21
149022,93,1358,20
149030,1531,58,84
149044,8152,35,17
149050,7181,4069,453
149052,8863,251,21
149063,11290,4748,20
149065,5419,214,73
149067,4420,1264,62
149076,11264,58,48
149080,2040,278,84
149083,1032,638,73
149087,9106,1544,109
149107,7502,251,200
149120,1599,14423,62
149122,10496,138,56
149160,36,3116,350
149173,7668,58,48
149175,12904,1785,84
149182,1722,58,48
149203,2800,278,20
149229,5652,546,20
149236,7309,138,107
149261,236,314,20
149265,3800,214,73
149270,133,3647,20
149277,10592,10315,200
149301,1856,9942,281
149306,7931,58,84
149315,9765,176,20
149324,74,35,17
149333,8061,2028,119
149345,6800,138,56
149350,5459,138,524
149379,4680,1043,119
149396,2193,239,349
149415,4585,13355,501
149427,11266,3116,84
149433,456,7611,153
149437,11485,11544,109
149439,11108,5483,154
149440,601,251,21
149453,5557,251,200
149466,6314,6274,123
149473,4857,2882,153
149485,10333,154,62
149493,7330,638,73
149513,2373,397,119
149525,9728,140,20
149536,6871,657,119
149564,2777,546,20
149576,9941,13214,281
149587,11359,58,84
149588,8797,638,73
149597,11535,58,84
149598,13393,474,222
149606,2976,3273,20
149645,5029,251,200
149650,3313,657,119
149651,3913,13600,21
149670,10674,3138,200
149698,1743,58,48
149713,13580,58,20
149724,12085,443,48
149732,939,5572,123
149752,8601,8156,222
149758,8523,6402,191
149763,9504,3916,153
149774,187,138,519
149792,11766,11568,281
149808,1062,41,20
149833,13834,49,154
149835,6209,103,17
149918,10185,11133,153
149921,11766,11932,281
149935,3767,12113,153
149941,8144,3252,258
149947,929,11516,119
149957,2200,1381,20
149972,7626,5558,119
149978,1213,138,107
149984,1469,635,20
149988,7841,214,73
149991,5199,706,349
149996,371,4148,20
150001,11795,11133,153
150003,13067,9971,235
150005,6053,10320,119
150018,2093,372,20
150021,2885,247,20
150030,6461,4743,21
150033,7125,35,17
150041,425,879,191
150045,946,3663,21
150049,864,278,84
150052,8533,7953,119
150054,316,251,21
150056,4684,482,20
150060,3957,1563,20
150062,9166,251,21
150081,11312,2927,119
150084,4501,3647,20
150090,193,3751,34
150100,622,2882,153
150101,5311,251,21
150109,6712,657,62
150111,665,11669,119
150151,2814,1746,84
150166,5389,1785,20
150187,7228,1358,20
150193,8071,1544,109
150199,7192,251,21
150210,14376,3116,84
150213,6765,3916,153
150248,2330,58,48
150252,7451,58,84
150263,9765,314,20
150280,282,1304,20
150292,10589,1304,20
150337,12922,706,84
150343,1174,138,107
150348,9791,12456,153
150353,7457,504,20
150369,5828,138,56
150370,4486,251,21
150377,481,111,20
150382,19,3242,20
150386,9373,251,89
150387,6964,35,17
150404,5167,3342,20
150419,820,1043,48
150420,7681,638,73
150434,1404,214,73
150449,1579,58,48
150459,11062,41,20
150465,554,58,84
150466,4822,991,145
150492,150,0,20
150494,10411,3342,20
150500,110,372,20
150513,12698,1544,109
150518,935,2028,476
150520,8424,214,73
150524,3146,14299,281
150589,3426,138,56
150600,3217,1929,20
150606,2961,251,655
150613,5090,251,200
150615,11674,214,73
150635,2893,3647,20
150646,2327,3647,20
150647,13181,138,258
150652,2003,251,89
150653,2338,638,73
150667,3746,138,56
150671,5923,58,84
150675,3466,58,84
150694,6804,138,524
150698,1306,251,21
150713,13076,635,464
150722,11025,2308,119
150738,7043,638,73
150747,5221,1034,20
150761,7331,314,48
150768,7268,2882,153
150774,8026,11564,316
150785,1629,7732,21
150794,12594,138,258
150829,9426,138,56
150832,561,138,258
150833,2893,3839,20
150835,6616,214,73
150846,19,1929,20
150868,3007,3483,197
150881,8290,12441,21
150882,4553,3477,20
150884,2157,58,84
150899,2386,278,20
150904,4238,58,20
150905,3646,3279,20
150906,7660,7611,153
150914,7866,1688,20
150925,4219,7999,235
150945,4766,58,422
150968,7343,1732,20
150979,11062,1732,20
150985,1596,251,21
150988,1340,465,20
150994,3922,638,73
150998,5140,4628,191
151041,1923,76,34
151043,10082,214,73
151047,4316,10406,231
151050,1397,1925,20
151068,4106,397,62
151086,7139,2389,1059
151089,7063,314,20
151093,9432,140,20
151099,976,761,20
151104,12376,58,84
151107,11637,474,222
151120,6250,1785,20
151126,12947,58,84
151137,480,443,48
151140,36,11873,350
151142,6264,1043,20
151158,9325,10725,200
151174,5142,397,119
151184,8578,58,84
151193,8974,2882,153
151208,14128,58,422
151215,1638,2767,321
151238,2197,658,294
151245,9918,8906,380
151289,6461,3381,48
151314,3584,2254,20
151321,8585,3663,21
151337,8892,58,20
151340,11214,58,48
151343,1102,214,73
151350,7236,251,89
151373,8553,58,48
151403,10589,1358,20
151409,40,138,56
151415,551,214,73
151493,224,3141,567
151497,479,138,56
151498,11694,3138,21
151509,6156,214,73
151525,9230,352,109
151528,5340,138,56
151529,2176,635,48
151534,6942,706,84
151536,8365,3342,20
151555,92,58,84
151562,5451,3123,20
151576,1617,546,20
151586,2218,58,48
151588,19,138,56
151597,3850,214,73
151609,9123,214,73
151611,1784,35,17
151622,2841,58,48
151626,9005,397,119
151630,7105,214,73
151631,7276,58,48
151680,5843,35,17
151691,2958,2878,368
151692,2081,41,20
151709,5257,4856,109
151716,5184,3123,20
151726,3121,138,258
151765,12642,3632,21
151766,9005,8825,579
151782,4528,176,84
151789,13380,2878,368
151822,11604,3171,119
151825,1467,638,73
151840,4217,4796,191
151842,8454,1416,119
151850,93,2309,20
151863,2800,176,20
151876,9629,352,109
151877,3419,58,48
151887,7944,58,48
151891,4012,35,17
151894,2127,58,20
151896,3507,138,107
151913,372,4069,453
151918,11310,2082,20
151922,4246,58,84
151935,12246,58,84
151936,2746,2442,145
151945,11515,2983,119
151955,5638,35,17
151972,3885,111,20
151990,3783,251,21
152023,6667,1925,20
152033,1117,214,73
152039,2927,10793,34
152044,3777,35,17
152045,7104,638,73
152086,8256,214,73
152109,6005,58,84
152113,6141,2151,20
152114,4261,1634,20
152141,641,58,48
152143,1782,58,48
152150,7755,3839,20
152157,887,710,123
152169,8310,2882,153
152170,8369,1043,48
152206,9310,2984,119
152216,4443,10666,119
152221,3029,35,17
152237,6468,9714,21
152249,5652,1063,20
152250,1560,41,20
152260,5843,465,20
152264,9286,635,306
152269,9426,251,21
152270,6508,35,17
152282,6136,443,20
152310,2665,214,73
152319,3214,1542,107
152331,1617,5165,21
152342,10844,638,73
152354,5474,3123,20
152363,5345,635,306
152377,11574,58,20
152398,1315,1634,20
152413,7343,278,20
152423,1645,443,20
152440,3146,5001,281
152452,9432,504,20
152454,12082,352,109
152455,802,1925,20
152456,5744,12505,281
152463,13246,761,20
152480,8837,1410,20
152498,2215,1381,20
152514,10669,247,20
152516,5803,1043,20
152531,36,13636,350
152555,5807,251,89
152559,2700,442,123
152576,901,2028,349
152586,2489,13231,331
152588,9849,474,222
152594,4861,35,17
152601,1316,229,154
152608,1707,214,73
152628,7413,706,84
152629,8625,176,48
152639,467,214,73
152642,2243,58,48
152643,9134,251,21
152669,2123,9775,62
152676,6243,6402,191
152707,36,2008,350
152712,9596,58,187
152714,11574,1563,20
152715,4453,58,48
152761,7815,1785,48
152791,9943,58,445
152807,5929,214,73
152814,13216,10793,153
152824,3892,879,191
152850,3394,2389,20
152854,3528,138,56
152875,8082,1068,119
152876,12720,3632,200
152884,13137,13588,501
152897,13452,352,109
152900,7054,138,56
152910,12210,13355,501
152920,2566,49,294
152921,938,706,84
152928,2859,58,20
152941,9154,3798,20
152944,862,251,21
152945,5427,714,20
152949,3136,12424,62
152958,1020,0,20
152961,13632,638,73
152965,11529,3916,153
152966,7153,1358,20
152976,1013,991,123
152980,3468,1275,20
152991,36,5645,350
153020,13100,3839,29
153046,2417,214,73
153051,4387,11376,197
153058,5812,4069,453
153063,14221,1068,294
153065,9431,138,56
153071,5958,214,73
153079,10398,58,84
153085,7371,638,73
153088,9408,504,84
153091,4792,111,20
153123,9918,5942,380
153125,6349,638,73
153126,13415,278,187
153127,10497,251,21
153134,5110,7716,235
153137,7284,35,17
153138,10095,10490,191
153140,124,6633,119
153156,4746,638,73
153161,4206,278,20
153164,8720,8426,643
153177,8987,58,48
153182,2663,3341,20
153188,3486,638,73
153203,3507,214,73
153207,4257,635,84
153209,12940,11141,197
153224,7457,3804,20
153226,1718,58,119
153247,13971,719,154
153249,4787,49,119
153251,8625,1043,48
153264,3584,1381,20
153265,1056,1929,20
153273,9130,13190,153
153320,2638,635,306
153328,1617,4003,20
153338,10559,58,84
153341,8331,138,258
153348,5287,58,84
153353,7124,635,20
153357,10372,247,20
153360,14233,6402,191
153367,11368,3291,525
153408,7125,278,20
153409,7622,546,20
153410,6212,214,73
153411,9562,879,109
153432,660,214,73
153435,2268,638,73
153443,6468,2151,48
153452,8139,58,84
153456,11062,176,20
153459,371,3342,48
153477,7434,251,200
153496,4906,3854,119
153524,7796,138,107
153531,9050,58,84
153543,3243,657,119
153568,2080,504,20
153579,7612,111,20
153581,12069,11106,119
153584,9215,10490,191
153591,6039,706,84
153599,3989,1785,20
153610,36,12789,350
153625,246,761,20
153645,2239,11307,197
153649,10505,5733,20
153651,1020,6420,20
153652,5289,2361,153
153676,7026,214,73
153680,1106,35,17
153681,6257,58,20
153683,7461,229,154
153689,12698,879,109
153712,5160,8165,62
153723,3803,1034,20
153729,1881,247,306
153751,4738,58,84
153757,6247,3708,21
153796,1410,138,524
153799,6861,58,20
153810,3867,1410,20
153818,3631,443,20
153823,12592,2882,153
153828,3508,58,20
153840,7916,58,84
153859,4121,11120,154
153866,4686,214,73
153874,10777,3116,84
153880,6872,103,17
153885,2776,504,20
153888,13158,9429,109
153895,8351,35,550
153900,5725,3916,153
153903,11183,5997,119
153922,5392,214,73
153954,6482,214,73
153961,767,1925,20
154011,503,247,20
154019,2595,3212,20
154024,9433,58,84
154033,4740,1542,567
154035,5576,35,17
154040,11189,214,73
154046,13904,8053,62
154056,2094,8875,530
154077,8326,879,191
154106,9604,2714,316
154122,11845,1542,258
154139,7422,2984,349
154161,10666,6027,530
154177,5613,5733,20
154186,8210,13425,281
154193,647,3273,20
154196,4849,372,20
154201,3466,251,200
154203,2885,2146,20
154207,9937,35,17
154217,10386,3839,20
154226,1582,10757,349
154241,8269,2217,123
154242,2176,176,20
154251,3929,8134,281
154254,2139,2082,317
154267,8140,9594,281
154292,499,635,20
154303,14205,1160,95
154304,14586,714,84
154307,13760,2845,325
154317,9905,3381,84
154333,7049,214,73
154343,6876,6770,123
154350,880,482,20
154354,2885,3279,20
154369,3600,214,73
154419,10096,35,17
154424,4102,3040,21
154437,9933,176,20
154445,11391,214,73
154449,2547,2882,34
154456,11588,6132,119
154457,4167,9826,119
154461,1695,251,200
154511,7055,43,21
154517,10469,1018,119
154532,7969,138,107
154534,12855,58,804
154560,11483,214,73
154563,371,2151,20
154595,11191,7971,119
154598,2846,7513,281
154602,8252,58,20
154607,11869,2328,20
154611,6113,58,84
154628,1055,635,48
154642,6989,58,84
154648,2905,4685,20
154651,1129,11445,153
154655,9175,251,21
154659,4791,2882,153
154672,8800,3477,20
154678,269,2028,464
154694,452,3663,21
154726,2197,8156,222
154732,3937,6433,123
154734,4301,3647,20
154741,6358,314,20
154753,3917,327,20
154779,8326,3358,123
154788,4647,546,20
154796,7526,14020,89
154801,8398,635,84
154802,9380,638,73
154808,2680,638,73
154817,8789,214,73
154829,10862,1304,48
154833,4394,214,73
154834,7138,214,73
154891,6755,8502,20
154909,10541,4628,109
154920,10250,2216,20
154923,2656,11445,153
154931,2654,3358,123
154977,2766,3252,524
154990,5402,6459,294
154991,4722,13028,476
155005,3377,9063,20
155038,9191,58,84
155042,8289,657,119
155045,3458,2744,200
155047,1549,2107,20
155061,10262,154,62
155066,1217,11653,154
155082,767,546,20
155091,3127,2254,20
155101,3584,140,20
155109,7134,76,153
155112,2084,913,20
155129,9296,940,197
155138,12870,49,1115
155140,91,138,56
155156,1633,714,20
155162,6356,3916,153
155179,1062,1358,20
155197,8768,1034,20
155212,6730,397,62
155227,5361,58,84
155252,292,397,119
155263,970,251,21
155272,10802,4628,109
155278,36,5238,350
155293,19,1785,20
155305,3866,247,20
155308,6835,140,20
155310,744,138,56
155320,4389,879,109
155330,1523,1544,191
155336,4481,4614,153
155340,94,2254,20
155344,6775,7926,123
155350,8017,251,21
155370,6358,138,56
155371,4405,138,107
155402,11299,1304,20
155404,4501,7890,21
155413,12686,8641,119
155438,4055,3647,20
155447,5515,2028,119
155459,4435,8077,21
155472,7457,111,20
155478,2093,3341,20
155503,13580,35,17
155514,11194,10793,153
155534,8390,3279,20
