,h,t,r
15086,9098,397,119
15097,3696,1063,48
15104,11681,4414,349
15105,11681,1018,119
15112,935,4685,20
15162,4721,3632,21
15164,7015,138,56
15191,11254,251,21
15197,9840,7732,21
15212,6501,14203,21
15222,6263,504,48
15234,4206,3123,20
15258,541,891,566
15260,3629,12478,119
15263,12155,58,84
15266,10411,714,20
15277,2898,251,21
15279,7124,803,20
15285,12609,9429,109
15297,9234,635,48
15301,9782,8049,154
15309,2443,352,191
15324,5613,118,20
15325,5613,1925,20
15330,8118,214,73
15333,7276,1563,20
15354,4630,1732,20
15359,8169,638,73
15366,7178,251,21
15380,5079,251,200
15383,834,58,48
15393,12670,1160,119
15403,6375,58,20
15404,3723,1304,20
15414,2245,761,84
15419,5389,3123,20
15424,2039,3381,20
15429,1483,214,73
15437,9900,138,258
15457,10748,657,154
15468,1062,58,20
15475,8223,138,56
15477,277,58,20
15483,7777,58,48
15489,5824,2361,153
15512,2366,314,20
15513,10955,2882,153
15522,4914,118,20
15556,10618,58,84
15562,5104,214,73
15578,3313,58,84
15585,5691,247,566
15589,6895,58,84
15592,8471,214,73
15618,11041,3341,20
15632,12732,13750,178
15642,11924,1785,20
15662,7742,58,422
15689,10728,214,73
15704,5188,138,56
15716,7390,2028,119
15719,4205,546,20
15740,13893,352,109
15761,2750,1358,84
15794,2885,761,20
15815,5463,138,56
15822,6598,314,20
15844,3456,879,109
15851,8009,9202,62
15856,3144,35,17
15869,8075,3554,62
15875,12083,2744,200
15912,10511,214,73
15918,4437,6637,20
15926,8852,1688,20
15956,9182,1358,20
15957,9182,111,20
15959,7053,12859,119
15964,1431,2308,119
16004,8908,5667,119
16016,11673,7892,119
16025,8267,3279,20
16051,3124,58,48
16055,3529,314,20
16061,6919,12759,119
16064,7724,58,422
16082,6099,504,20
16093,9853,35,17
16107,4953,986,21
16112,2123,214,73
16113,4444,251,89
16122,226,3123,20
16133,2592,2882,153
16139,12903,12549,464
16144,9792,58,48
16148,1020,4148,20
16150,12118,251,615
16156,1126,278,445
16159,10741,138,56
16170,11315,1043,349
16201,158,35,17
16206,12602,12571,317
16207,12602,2744,461
16223,3695,10406,154
16229,1461,10757,119
16239,721,2927,294
16251,6397,1358,20
16252,6397,3342,20
16260,3834,1785,21
16269,4219,6988,235
16281,7293,58,84
16285,36,9601,350
16286,36,14324,350
16287,36,12729,350
16288,36,6739,350
16304,2203,140,20
16306,8672,9106,145
16321,2846,14538,281
16328,4582,176,48
16332,2185,138,258
16350,8969,35,17
16356,4988,635,48
16372,4765,58,20
16379,9716,58,84
16390,9680,278,84
16399,2080,140,20
16414,3946,3273,20
16421,4945,372,20
16440,8564,4154,119
16451,4754,214,73
16452,2236,58,20
16454,10192,13936,119
16461,11587,474,222
16477,10865,4796,109
16478,10589,2328,20
16479,6155,1798,119
16506,8999,214,73
16511,6185,58,84
16513,2780,1304,20
16565,6964,635,20
16570,7649,761,20
16579,11567,635,84
16583,1812,1732,20
16589,441,13412,191
16593,1346,2254,20
16610,5843,111,20
16615,1229,1014,20
16623,6835,443,20
16645,6986,58,20
16655,8314,214,73
16658,4760,2216,20
16659,11663,2882,153
16663,9086,10724,197
16667,1272,251,21
16684,438,8002,119
16715,10156,1358,187
16731,738,58,84
16736,11173,58,84
16749,6157,118,20
16765,3941,7611,153
16766,4982,1043,445
16769,7571,504,20
16785,94,2216,20
16788,2115,352,109
16802,9941,7513,281
16806,150,9087,20
16810,13363,1574,154
16819,3918,35,17
16828,6870,2028,62
16834,8407,504,20
16835,6280,138,258
16840,48,2878,368
16891,12941,58,20
16902,712,706,119
16905,8486,9429,109
16938,1359,3636,566
16954,1409,1925,20
16956,1143,58,84
16969,288,638,73
16972,11124,4115,20
16974,7588,879,191
16976,8800,803,20
16979,9545,14198,501
16984,12731,638,73
17000,12313,35,17
17005,3449,176,84
17011,8307,1358,20
17019,7857,138,56
17020,7857,1358,20
17027,3917,635,20
17029,4133,58,84
17095,5199,214,73
17103,2527,3647,20
17117,3706,58,48
17127,635,11193,34
17144,11896,176,20
17148,8390,3342,20
17154,10941,278,20
17167,855,58,20
17171,7916,251,200
17189,12182,1034,84
17202,8190,58,84
17218,11363,138,524
17220,3790,573,609
17232,3489,3636,62
17247,984,8435,123
17254,8140,13609,281
17255,8140,11819,281
17280,7606,138,56
17287,4630,1304,20
17290,8565,3381,84
17300,8839,638,73
17322,2386,4148,20
17323,6565,154,62
17342,3518,3890,325
17343,10918,58,84
17379,14113,4632,119
17394,8453,2328,20
17395,7493,1732,20
17399,12294,278,84
17405,12159,214,73
17430,7012,41,20
17432,998,138,258
17455,7969,3296,119
17466,12827,6027,530
17477,726,3342,20
17482,1710,9378,903
17486,11911,8485,235
17497,11152,638,73
17504,5498,138,107
17521,521,11248,21
17544,2190,3632,21
17554,1873,635,48
17556,9010,251,461
17566,4210,504,20
17573,6195,35,17
17580,7496,2882,153
17582,2829,6490,119
17584,371,2603,20
17586,3912,49,349
17596,10584,638,73
17600,1012,3663,21
17603,5870,138,258
17605,5469,1381,20
17634,7866,251,21
17638,4205,140,20
17643,236,6993,20
17654,9802,138,56
17659,7421,3273,20
17677,8158,138,56
17728,8644,761,20
17739,4690,979,325
17741,7119,4545,119
17751,8416,2028,20
17762,8039,58,84
17773,1097,138,766
17783,11073,58,84
17785,4371,2469,566
17794,9990,247,422
17798,10795,35,17
17821,110,6993,20
17833,8852,35,17
17839,1644,35,17
17840,75,8875,530
17850,8057,2241,325
17856,3536,2882,153
17888,4647,58,48
17908,11297,6997,154
17922,584,3252,258
17924,3415,138,56
17925,8267,1043,20
17945,5712,214,73
17948,7343,2778,20
17952,8860,3138,21
17961,2345,10266,109
17970,8296,5535,281
17989,1331,2778,20
17991,3431,251,21
17992,7967,1688,84
18032,1884,58,20
18035,13785,2744,200
18045,3127,251,21
18053,3866,251,21
18068,5167,118,20
18074,9618,58,84
18078,912,58,84
18092,1397,2146,20
18100,2842,247,20
18101,2842,3477,20
18102,2842,41,20
18113,7443,138,56
18122,4731,58,84
18143,769,12695,119
18145,473,138,519
18157,10683,1304,20
18161,36,14633,350
18162,36,14184,350
18186,5967,251,200
18195,7339,2574,62
18196,3570,2882,153
18197,4722,3647,20
18204,2974,715,317
18221,5225,2925,281
18227,747,58,84
18232,3051,251,21
18255,10126,41,20
18261,10133,879,191
18278,2678,2254,20
18283,9175,635,20
18285,2360,2028,62
18293,11500,4614,153
18306,2588,214,73
18312,1839,443,20
18329,8308,443,20
18337,13760,474,222
18338,3337,6890,316
18347,4642,891,566
18356,12504,3116,84
18368,1567,278,20
18377,9665,879,191
18386,3262,8875,530
18390,3092,635,84
18397,6608,13455,123
18413,1570,638,73
18416,5474,482,20
18417,5474,111,20
18446,4493,397,119
18451,835,2778,20
18466,12242,638,73
18477,8870,1358,20
18493,10250,118,20
18496,4849,1034,20
18497,4849,1014,20
18501,4199,247,20
18511,11590,11133,153
18518,7202,138,56
18526,797,4896,281
18533,4038,76,34
18558,4818,3808,119
18560,11796,251,21
18561,9998,12549,464
18580,6009,879,109
18591,4760,3273,20
18598,13580,138,56
18604,3803,41,20
18614,12425,12505,281
18647,2247,1410,20
18662,5519,635,20
18695,13373,8053,62
18718,1829,247,20
18730,887,4978,123
18741,4662,138,56
18755,9941,12042,281
18757,6941,1034,20
18758,3007,3383,123
18763,1923,10793,34
18768,3023,3846,21
18769,3505,1785,48
18772,7075,251,200
18780,8673,706,84
18781,5033,1358,20
18809,48,138,258
18818,7367,2028,119
18831,846,214,73
18834,4868,638,73
18839,2081,58,48
18858,1734,138,107
18895,11869,1732,20
18938,10321,58,48
18941,9873,58,48
18944,4315,58,84
18951,10775,138,258
18952,1881,1043,20
18955,4909,7207,119
18971,3802,278,20
18973,11984,3632,21
18977,13210,799,501
18978,8307,3839,20
18995,5339,9926,56
18996,5339,3242,20
19015,3628,3788,119
19023,4098,1358,20
19029,4786,58,84
19088,228,10597,119
19097,4076,138,56
19100,7153,251,21
19104,12040,214,73
19139,4206,251,21
19144,13246,1925,20
19145,3576,986,21
19167,12412,2812,119
19185,6323,35,17
19189,2451,58,48
19194,4351,58,20
19199,803,138,524
19201,5987,638,73
19212,9398,2028,119
19221,1519,2328,20
19227,11339,214,73
19238,10063,761,20
19242,13877,3138,200
19258,216,2547,294
19259,7755,41,20
19262,4193,2427,123
19274,3650,638,73
19285,2386,3116,20
19287,367,247,20
19295,8459,251,200
19301,13818,5558,119
19311,13195,138,258
19315,9320,214,73
19334,11670,8875,530
19336,9711,138,56
19359,10889,9406,191
19360,3876,4628,191
19361,3876,1544,191
19365,981,4039,34
19372,4066,214,73
19404,6660,2361,34
19405,7012,3477,20
19442,2032,3138,726
19459,2076,58,321
19460,5460,3242,20
19477,9012,251,200
19486,2752,1043,566
19500,5886,58,48
19513,1856,10464,281
19526,2498,214,73
19540,3989,546,20
19568,12102,214,73
19575,9901,1732,20
19591,3958,635,306
19632,7866,4148,20
19652,7144,12441,21
19658,5652,1304,20
19703,6264,761,20
19716,13241,9406,109
19721,552,2028,464
19735,1958,35,17
19744,7483,2028,119
19782,9918,10593,380
19788,7568,214,73
19812,5770,49,119
19813,11398,138,56
19815,5741,251,200
19826,7538,58,84
19839,5744,11568,281
19841,110,3647,20
19852,8960,251,21
19856,8254,58,84
19859,1513,635,20
19878,4255,58,84
19882,698,546,20
19895,343,1381,20
19910,4757,314,20
19920,4477,2603,20
19934,6136,6637,20
19938,8298,12208,849
19946,1617,1304,20
19958,5164,251,21
19967,7343,1381,20
19972,1766,4614,153
19993,4502,2306,145
20000,3746,58,20
20001,5562,58,84
20015,3431,2309,20
20024,12085,58,48
20026,13964,251,655
20028,1769,6268,281
20048,4158,138,107
20051,1205,706,84
20058,9754,3839,20
20074,4084,2028,62
20084,853,251,655
20114,1223,1304,20
20119,2085,10911,530
20132,9984,6204,119
20172,36,13810,350
20199,4572,58,48
20215,4582,1304,20
20222,3468,1014,20
20225,8517,111,20
20227,8969,635,306
20236,623,803,20
20237,4988,58,48
20251,6304,58,84
20256,1577,214,73
20260,824,251,21
20277,2678,443,20
20310,8152,1929,20
20320,153,154,119
20321,5830,2915,119
20330,14749,2695,351
20345,11595,3788,294
20362,1316,1068,294
20384,5474,1785,20
20390,4387,6921,123
20393,8587,138,56
20405,890,58,84
20406,1434,58,84
20414,12608,1358,20
20427,1093,58,48
20442,4746,2469,349
20445,9964,138,56
20449,7063,58,20
20477,5111,58,84
20484,575,2882,153
20503,11308,58,48
20505,10579,657,349
20520,7658,638,73
20533,12603,58,84
20561,4125,49,119
20562,4565,13318,119
20564,9273,6199,119
20575,5395,9375,281
20595,6494,11376,197
20600,2247,278,20
20605,8358,58,48
20610,10763,638,73
20618,7335,14007,178
20623,7095,138,107
20655,11552,58,84
20659,5140,879,191
20668,5902,13065,119
20670,23,251,21
20685,94,7732,21
20686,7623,2882,153
20687,4735,3930,281
20695,12084,635,84
20704,4949,14391,153
20706,5998,58,84
20741,3725,4044,145
20742,3725,13455,145
20747,2910,7611,153
20752,9831,920,119
20758,7291,58,84
20789,9048,2028,62
20807,1418,3296,119
20815,2465,5846,119
20821,2766,11193,34
20822,2766,11133,34
20841,1463,4119,154
20842,7260,58,48
20860,8040,657,119
20863,5065,12441,21
20873,6903,10724,677
20874,11937,58,84
20875,8109,58,20
20880,12082,1542,567
20881,5221,3798,20
20892,8253,3632,21
20896,13077,214,73
20906,6225,251,21
20921,5441,4628,109
20933,10496,278,48
20936,935,140,20
20939,939,8172,123
20950,2327,3279,20
20984,10433,58,267
20987,2106,635,20
20988,2106,176,20
20989,503,1304,20
20994,3158,11355,476
21008,4684,1034,20
21015,11336,10118,567
21018,2042,2028,119
21033,4861,3804,20
21043,7024,140,20
21061,577,251,21
21070,1352,214,73
21080,133,8821,476
21097,7124,111,20
21098,5035,3138,21
21116,9234,4743,21
21119,5248,657,154
21120,3146,13609,281
21135,7909,635,20
21148,1508,3108,723
21164,1273,6402,191
21171,4430,1068,294
21172,5156,214,73
21176,2893,247,20
21178,114,58,20
21183,7755,3477,20
21189,1731,138,56
21199,6468,1304,20
21200,8372,913,20
21203,11069,1416,566
21208,6700,58,20
21209,7284,58,48
21238,3723,140,20
21247,7793,1304,20
21261,13532,58,422
21284,14187,1967,62
21308,9490,3472,145
21309,6012,251,21
21315,8971,138,56
21317,7142,214,73
21347,2366,3804,20
21374,11306,12367,119
21375,11975,214,459
21404,13884,13412,109
21422,1402,657,566
21441,3538,4748,20
21452,6876,11141,197
21454,12089,638,73
21464,7155,1043,20
21472,3584,3341,20
21496,5267,214,73
21508,1388,11141,197
21513,7476,14123,643
21516,5469,3342,20
21521,1614,7989,123
21524,10728,706,349
21552,4205,3839,48
21554,2215,3839,20
21568,5091,35,17
21575,6967,635,20
21590,3638,1798,294
21606,6537,1410,20
21610,9841,638,73
21617,6517,1925,20
21618,6517,278,20
21629,2350,49,349
21636,500,4398,119
21660,4690,58,317
21671,10770,4069,453
21680,2189,6993,20
21693,8018,103,17
21707,3456,11814,109
21716,5063,58,84
21723,50,214,73
21728,1216,251,21
21758,7915,214,73
21767,12152,986,662
21775,14221,12695,154
21799,14687,6723,405
21807,4604,214,73
21810,4553,2603,20
21823,11149,635,84
21833,5663,1358,20
21835,3719,247,20
21846,1257,58,84
21852,8177,11680,119
21864,8298,2229,123
21876,12119,214,73
21883,1642,58,48
21884,1642,3839,20
21894,446,251,21
21911,5382,251,21
21922,4519,58,422
21927,13284,2744,200
21940,7539,1034,20
21941,1331,1381,20
21942,12127,3116,84
21948,8768,7580,20
21956,7410,3930,281
21978,6497,2882,153
21981,7457,3342,20
22006,1227,657,119
22018,93,1925,20
22028,10028,314,84
22034,9610,1304,20
22036,7957,7342,191
22037,12602,13889,317
22038,14317,214,73
22057,2842,111,20
22061,861,2328,20
22064,721,3381,317
22069,7621,1544,191
22086,1504,657,20
22090,2105,2882,153
22095,9888,3663,21
22096,6141,9276,48
22115,36,8002,350
22116,36,12549,350
22135,8733,3341,20
22154,5225,4735,281
22156,3468,2107,20
22164,8517,1563,20
22168,8270,1785,84
22188,4492,58,84
22189,5070,638,73
22190,824,8821,476
22193,1389,138,258
22210,880,2082,20
22224,6548,251,461
22238,3978,214,73
22242,4945,1925,20
22243,9422,638,73
22244,10709,43,501
22259,168,1732,20
22279,7837,214,73
22286,11185,251,89
22294,518,214,73
22296,6684,251,21
22310,2558,251,655
22322,5474,58,48
22335,4240,2379,325
22342,3408,803,20
22354,10096,8502,20
22355,1491,58,84
22364,7649,443,20
22376,1190,58,84
22381,4849,176,20
22385,2935,214,73
22393,1812,1785,20
22409,1929,2882,34
22438,2798,41,20
22441,10929,2878,368
22449,10065,251,200
22467,924,443,20
22469,3582,10348,153
22483,4760,8821,476
22485,1596,3647,20
22493,3366,251,21
22497,3506,3494,119
22498,580,138,524
22519,568,4628,191
22520,2247,140,20
22523,4465,2427,145
22525,11426,2882,153
22531,3016,58,84
22535,708,7732,200
22540,14794,638,73
22543,1028,138,56
22549,6061,111,20
22550,7514,58,84
22562,10283,1544,191
22565,4652,251,501
22573,5078,1358,20
22574,5078,1732,20
22592,4982,1785,20
22596,4573,138,258
22603,887,3662,123
22608,3008,638,73
22620,767,58,20
22633,2033,247,48
22670,8693,635,306
22671,8693,35,17
22676,2847,8426,643
22682,11310,3341,20
22683,11310,6878,20
22684,7759,58,48
22689,4773,4148,20
22697,12434,49,294
22708,10669,138,56
22729,3163,214,73
22731,13016,635,84
22735,337,2882,153
22740,6032,3116,422
22755,10777,12815,200
22764,6674,2983,62
22767,193,138,524
22779,8016,251,21
22780,8016,35,17
22781,624,891,119
22790,10545,214,73
22800,5300,58,84
22809,931,58,84
22825,3070,251,21
22853,12741,352,109
22854,935,1275,20
22860,939,3662,123
22861,939,10890,123
22882,7678,58,321
22894,7323,214,73
22906,6189,138,56
22913,2106,1634,20
22923,3158,35,17
22925,7097,58,84
22936,5692,176,20
22941,7093,14179,200
22943,5381,8156,222
22948,4684,372,20
22956,7191,190,119
22958,6431,352,109
22983,4206,465,20
22992,3576,35,17
22994,1854,58,84
22995,12984,4398,566
23040,4121,397,154
23060,9504,657,119
23071,12217,58,84
23072,1697,214,73
23082,8140,12505,281
23112,12988,474,222
23116,2259,214,73
23139,6906,706,84
23157,1408,443,20
23160,1573,58,20
23162,2825,58,48
23173,11160,43,548
23192,2039,3839,20
23193,2039,2328,20
23213,1329,1063,20
23214,1329,3342,20
23247,6660,1314,34
23265,8306,214,73
23295,5139,214,73
23298,5460,2328,20
23299,2363,2843,119
23304,11619,920,119
23311,9172,35,17
23325,521,118,20
23340,1284,1785,84
23342,10408,11410,119
23345,601,138,56
23351,5216,214,73
23366,313,1043,20
23367,313,58,20
23369,4217,6402,191
23372,8737,247,20
23375,6654,35,17
23398,371,3341,20
23402,4228,138,766
23418,3739,251,200
23419,6528,657,566
23440,2736,251,89
23455,3853,397,119
23465,12996,3116,84
23468,1645,3341,20
23474,1808,443,20
23500,11427,7732,21
23510,6683,3663,21
23543,8926,7732,501
23561,10963,251,21
23592,4368,635,20
23597,1356,474,222
23599,7801,1134,95
23606,5040,1774,119
23608,9918,482,380
23609,9918,1024,380
23612,3144,6307,550
23613,1921,6433,123
23617,1391,3839,20
23629,5927,58,84
23630,10322,3381,84
23634,5729,706,84
23654,13621,638,73
23672,3813,4796,191
23681,5000,14299,281
23684,8057,2044,294
23699,10761,2146,20
23703,6182,214,73
23711,829,2882,153
23723,343,138,56
23726,8528,278,84
23735,12482,2028,119
23739,4477,4748,20
23750,745,474,222
23757,8180,10348,153
23781,7827,706,84
23782,7827,214,73
23794,12466,1043,84
23817,12112,352,109
23839,4261,3138,21
23845,1769,6960,281
23864,4158,11635,119
23866,2742,11195,235
23872,1032,10793,153
23880,9142,638,73
23883,11884,352,109
23895,1020,6510,20
23898,10261,7580,349
23901,6058,6481,145
23918,7110,7611,153
23946,10701,991,123
23957,865,58,804
23960,1223,504,20
23980,1156,3632,394
23991,861,1358,20
23992,861,2107,20
23993,721,9501,317
24005,6141,278,20
24030,36,12514,350
24047,40,278,20
24087,2166,7611,153
24089,6093,58,84
24102,623,5641,20
24112,3993,251,21
24121,12115,11704,405
24140,1447,35,17
24142,880,247,20
24150,4882,10911,530
24154,2080,1410,20
24185,4075,58,84
24192,10609,2882,153
24202,1715,1043,20
24221,3175,1563,20
24224,9665,4863,235
24234,10665,12929,200
24254,11671,58,48
24264,2180,251,21
24266,12445,598,34
24279,9952,214,73
24284,8980,58,48
24306,4550,3839,20
24308,9133,891,566
24309,8944,251,21
24313,12608,2254,20
24332,223,12363,525
24389,7071,13444,464
24395,991,7732,316
24406,3885,443,20
24410,4277,9657,153
24413,6220,8156,222
24414,12926,214,73
24444,6538,251,21
24454,1587,138,524
24456,12425,8141,281
24493,5194,58,84
24504,8127,635,48
24506,5473,58,84
24534,10319,13028,476
24545,4982,2151,20
24549,11487,58,422
24553,1829,3123,20
24567,5452,372,20
24568,13151,12194,21
24573,286,58,84
24578,9157,3647,20
24580,1050,3123,20
24584,109,214,73
24606,8407,2082,20
24622,11061,214,73
24639,13946,11133,153
24643,1051,58,422
24646,7096,138,56
24647,12940,10890,123
24674,1484,138,107
24691,11869,3341,20
24692,5271,35,17
24703,11581,214,73
24721,13881,138,258
24729,8016,138,56
24730,8800,1929,20
24736,2762,372,20
24742,1173,986,21
24764,3802,3804,20
24813,935,1358,20
24829,2927,10470,34
24866,2527,3123,20
24884,6575,1410,20
24903,9701,138,107
24925,1962,482,20
24940,34,1785,48
24942,13246,546,20
24949,8753,3123,20
24953,11701,5203,109
24963,13734,214,73
24991,5987,58,84
24992,1936,4398,349
24994,8720,13868,643
25008,11792,1785,48
25036,12008,138,258
25037,8310,638,73
25041,1114,11571,197
25047,3697,546,20
25052,216,58,804
25055,2776,278,20
25100,1633,278,20
25107,1110,58,20
25108,6296,706,84
25111,12842,4509,178
25113,1036,138,56
25121,9145,58,20
25122,5389,714,20
25123,5389,2603,20
25152,1329,1785,20
25184,11683,1068,294
25197,1559,58,84
25214,957,154,119
25217,440,251,21
25225,8493,1043,20
25248,8210,9663,281
25257,6959,11904,281
25268,9356,138,107
25270,505,247,20
25290,4543,58,84
25291,6173,443,20
25299,2626,138,56
25310,557,58,48
25314,6676,58,48
25320,3328,251,21
25321,8046,251,461
25327,7921,35,17
25328,2707,13680,62
25333,6050,214,73
25335,4210,714,20
25340,5547,35,17
25368,2340,638,73
25379,8529,58,20
25380,10606,58,20
25385,2150,1929,20
25392,6685,2028,62
25425,2215,635,48
25428,1796,251,21
25453,3394,443,20
25454,3394,4748,20
25504,4018,58,48
25506,11551,657,62
25507,12334,12518,643
25544,11612,11572,119
25555,5978,76,153
25566,6224,657,476
25575,10715,3820,235
25590,44,251,200
25591,9417,58,84
25593,5931,13837,109
25608,9457,638,73
25609,4138,58,48
25638,8391,638,73
25650,13621,3663,200
25657,5744,9942,281
25669,14165,11814,109
25696,4686,2882,153
25705,2976,1929,20
25706,2976,6993,20
25726,3379,714,20
25734,10024,214,73
25750,12028,35,17
25753,4477,118,20
25770,5117,443,84
25782,10081,12354,34
25800,3124,138,56
25831,8837,1304,20
25836,8296,12884,281
25840,4073,214,73
25854,12127,214,73
25855,3431,25,20
25856,5195,138,56
25868,6663,58,84
25901,7502,138,107
25911,1016,251,89
25926,3866,1358,20
25927,93,1043,20
25947,4055,2114,20
25948,9610,138,766
25962,9717,251,89
25964,11326,251,200
25976,4416,49,119
25989,6774,879,109
26000,3968,58,48
26003,8312,635,20
26004,4797,3296,62
26016,3387,58,84
26025,36,4226,350
26026,36,14300,350
26042,4486,118,20
26045,2203,3839,20
26056,6086,2744,21
26097,7471,5624,501
26125,6,251,200
26175,401,58,20
26193,2833,706,84
26194,5089,58,48
26201,7507,638,73
26206,2955,1381,20
26269,6358,176,20
26292,9725,314,20
26297,5985,35,17
26301,7004,635,48
26336,5930,7670,123
26345,4038,2361,34
26351,5843,140,20
26368,7278,12827,714
26372,911,2028,119
26394,4167,706,84
26403,490,49,1115
26460,3341,4069,453
26464,9094,2878,368
26466,10446,278,84
26467,10156,58,187
26482,5075,657,119
26505,10069,2744,501
26506,4600,214,73
26521,6157,251,21
26530,7741,214,73
26556,9579,49,119
26558,3867,443,20
26561,4457,251,21
26567,9625,658,294
26572,767,635,20
26576,150,482,20
26583,10923,4628,191
26629,8336,58,84
26665,7244,2778,20
26679,5882,214,73
26683,3377,247,20
26703,9294,58,84
26713,2136,443,84
26714,1879,58,48
26726,8623,3123,20
26727,8623,314,20
26734,2762,1410,20
26746,3390,58,48
26757,10196,58,84
26772,19,2151,20
26773,12104,214,73
26793,3345,2151,20
26808,939,9158,197
26843,7323,13259,62
26846,9582,251,21
26852,13067,11905,235
26893,4388,138,107
26900,1218,2028,119
26903,9271,251,21
26928,4206,1732,20
26929,5881,14137,145
26931,6035,138,56
26936,13526,14069,153
26943,10215,138,258
26963,9699,2984,294
26964,9699,49,464
26974,10411,3212,20
26981,928,251,21
26986,4121,3273,317
27025,7909,1410,20
27047,4292,5483,476
27067,7297,138,107
27078,3940,11905,235
27090,8083,111,20
27098,1408,251,21
27103,9911,58,422
27118,496,4069,453
27136,3131,35,17
27154,7493,314,20
27166,4474,138,56
27171,481,3279,20
27196,12677,1416,464
27203,11970,247,84
27205,6291,58,84
27216,12273,138,56
27222,10926,3138,21
27232,4712,443,48
27245,9838,10488,349
27249,5460,3477,20
27255,7132,397,476
27258,4509,2016,119
27260,7817,6402,109
27262,9151,443,422
27266,1679,251,21
27296,10080,3639,119
27298,7903,76,34
27306,10887,2882,153
27311,11788,657,349
27314,12907,638,73
27316,11924,1929,20
27317,6785,638,73
27328,1123,35,17
27334,704,58,84
27337,9901,1381,20
27349,3782,58,20
27359,2150,546,20
27391,11101,58,187
27396,1645,761,48
27398,10256,58,84
27401,3394,2603,20
27403,1454,2114,20
27415,8158,10829,21
27425,10084,58,48
27465,8644,58,20
27466,1654,58,48
27476,915,1172,145
27480,4690,251,461
27494,6598,2114,20
27496,9223,251,89
27505,8451,3632,21
27529,1921,8880,123
27535,10862,176,445
27553,5763,251,21
27566,8233,58,84
27594,11982,138,56
27606,5000,13092,281
27622,10761,138,56
27626,9968,138,107
27642,9224,138,107
27649,7593,397,119
27660,7198,251,200
27664,4757,41,20
27665,6886,1785,48
27693,6761,6462,21
27709,658,10793,34
27723,12466,638,73
27749,157,4442,119
27754,4560,706,84
27760,3214,635,84
27770,3659,58,48
27772,7378,278,84
27776,8768,176,20
27815,6461,35,17
27817,10560,214,73
27821,9659,58,48
27825,7776,58,84
27826,13392,2028,62
27835,4301,111,20
27837,2777,314,20
27838,7965,5733,20
27840,1217,986,461
27841,93,714,20
27849,851,2028,349
27855,4571,372,20
27862,4055,314,20
27870,1223,443,20
27880,564,706,349
27883,2809,1785,20
27884,1397,2778,20
27891,2595,1304,20
27893,861,2216,20
27935,36,4933,350
27936,36,10891,350
27953,40,2216,20
27954,4486,58,20
27969,4722,2107,20
27982,5225,7356,281
27988,1470,35,17
27993,10288,251,21
28003,8915,6912,662
28030,3865,635,84
28033,4308,247,48
28043,354,11445,153
28060,8152,1043,20
28061,8152,1275,20
28067,6372,214,73
28070,4585,3708,501
28075,3088,6168,119
28076,945,58,48
28083,1715,1358,20
28084,1715,1732,20
28107,4829,8723,119
28109,10589,247,20
28110,10589,118,20
28122,4285,1307,566
28126,2955,2107,20
28138,4302,3839,20
28139,4302,3798,20
28144,4094,352,109
28160,5474,2114,20
28185,585,9971,235
28192,4325,2906,20
28199,3408,1034,20
28226,7266,638,73
28240,11567,706,84
28247,976,1732,20
28248,4728,2254,20
28290,13641,154,62
28299,235,214,73
28309,9503,58,84
28320,2928,214,73
28329,8928,2574,119
28337,1782,6307,550
28344,9902,2744,200
28364,1729,214,73
28366,2735,214,73
28374,3093,3096,579
28375,74,138,56
28376,5395,13425,281
28399,2495,214,73
28438,11116,443,20
28439,11116,111,20
28444,5478,138,107
28448,1604,1304,20
28455,10259,35,17
28458,7332,1925,20
28465,887,2674,123
28466,887,2068,123
28472,6716,3279,20
28481,2466,58,48
28531,243,138,107
28564,417,1574,119
28568,6921,5203,109
28569,7949,214,73
28571,4981,251,21
28574,12413,3773,145
28613,11749,10117,62
28617,11764,214,73
28619,3377,1785,20
28625,443,2882,34
28644,3304,58,20
28664,2041,352,191
28669,7136,58,84
28680,11852,9657,525
28681,5475,1785,48
28696,3811,4226,20
28703,3957,504,20
28704,3957,1634,20
28713,7857,2082,20
28717,3917,251,21
28727,7820,6997,119
28780,1414,58,84
28819,3513,1043,119
28823,4684,5733,20
28829,6501,251,21
28837,10360,1732,84
28845,2497,4614,153
28847,5274,251,21
28850,34,635,48
28882,14369,9592,501
28889,11526,11571,197
28894,10241,1313,119
28896,13940,1544,109
28898,10411,58,20
28936,6943,214,73
28968,2337,41,20
28973,6976,138,56
28974,2423,58,84
28983,4630,247,20
29015,3929,2847,281
29018,834,4673,20
29019,834,2151,20
29048,1633,761,20
29064,714,4069,453
29070,6519,2744,200
29083,8031,58,48
29090,9620,8622,235
29093,6109,657,476
29098,11062,247,20
29107,13141,11814,191
29116,9367,58,48
29125,365,2328,20
29129,1559,3632,200
29132,4233,2882,153
29137,2366,2254,20
29143,2285,1542,567
29165,726,4148,20
29208,2200,504,20
29209,2200,3804,20
29219,2690,12211,200
29244,3981,58,20
29245,11041,635,20
29249,5709,1785,20
29250,7567,2028,119
29252,13181,4628,109
29273,4228,58,48
29291,6162,35,17
29295,5239,11732,178
29297,5469,251,21
29304,10158,635,48
29321,2215,761,20
29336,6363,2082,20
29338,1506,58,48
29341,8403,43,21
29343,579,2407,119
29347,12755,3751,153
29350,7421,1034,20
29351,13101,14553,153
29352,1977,58,84
29354,6308,140,20
29367,1759,58,20
29391,12334,638,546
